CHR/ IB Item ID,Customer Name,Site Name,Customer location (Country),Project/ BAU,FEB Reference,Task Received Date,month,Task Accept Date,Request place date,Task close date,Date of Install,INSTALL TIME,CHR Value,Curr.,Converted to USD,Duration Hour,Additional hrs,quote received,Neeco- Basic,Neeco - addi,SGS-Basic,SGS - addi,NSC- Basic,Travel/cable /nuts,NSC - addi,Supplier,Basic Hrs,Additional hrs ,Curr. ,Basic saving,Cost optimization,Additional hrs  ,Final Charges,FE received Date- Vendor,FE details shared - Requestor,FE Name,FE Contact No.,Task Regarding,Requestor name,PO NO,Remarks,IN TIME,OUT TIME,closed,Quote ETA,"Request received, validated - Accepted/Rejected",Order placing to vendors,Expected ETA from vendor,Provide ETA & FE details to internal team,Closer Measurement,Task Acceptance,FE closure,quote received date,SVR Received date,PO Created date,CLOSURE STATUS
CHR001000763,Huawei,Huawei - China,China,BAU,FEB5945877165,07/14/2024,Jul-2024,07/15/2024,07/15/2024,07/23/2024,07/18/2024,08:45,760.22,USD,760.22,13.3,3.0,07/15/2024,0.0,0.0,0.0,0.0,456.13,32.52,90.0,NSC,13.3,3.0,USD,48.61,48.61,3.0,711.61,07/15/2024,07/16/2024,David Kimani,+78 814 6536,FE detail Received,Renuka,4551289497,,08:45,21:45,07/23/2024,3,MET,Not Met,MET,MET,Not Met,Not Met,Not Met,07/15/2024,07/23/2024,07/15/2024,TASK CLOSE
CHR001000764,Seven For All Mankind,Seven For All Mankind - UK,UK,BAU,FEB3562295321,04/12/2024,Apr-2024,04/12/2024,04/12/2024,04/20/2024,04/16/2024,08:45,555.0,USD,555.0,5.9,0.3,04/12/2024,0.0,0.0,333.0,9.0,0.0,12.87,0.0,SGS,5.9,0.3,USD,114.8,114.8,0.3,440.2,04/12/2024,04/13/2024,Priya Singh,+87 832 2924,FE detail Received,Priya,4593857318,,08:45,13:45,04/20/2024,5,MET,Not Met,Not Met,MET,MET,MET,MET,04/12/2024,04/20/2024,04/12/2024,TASK CLOSE
CHR001000765,Hilton Hotels,Hilton Hotels - Kenya,Kenya,BAU,FEB2732065338,04/12/2024,Apr-2024,04/14/2024,04/14/2024,04/20/2024,04/17/2024,18:00,614.85,USD,614.85,6.3,1.2,04/14/2024,368.91,36.0,0.0,0.0,0.0,30.67,0.0,Neeco,6.3,1.2,USD,39.28,39.28,1.2,575.57,04/14/2024,04/15/2024,Yuki Tanaka,+59 917 3603,FE detail Received,Anandhy,4502427926,,18:00,23:00,04/20/2024,3,MET,Not Met,MET,MET,MET,MET,MET,04/14/2024,04/20/2024,04/14/2024,OPEN TASK
CHR001000766,Deutsche Telekom,Deutsche Telekom - India,India,BAU,FEB7771355617,09/02/2024,Sep-2024,09/04/2024,09/04/2024,09/09/2024,09/05/2024,09:30,455.03,USD,455.03,8.1,2.4,09/04/2024,273.02,72.0,0.0,0.0,0.0,39.49,0.0,Neeco,8.1,2.4,USD,51.23,51.23,2.4,403.8,09/04/2024,09/05/2024,Fatima Al-Rashid,+63 923 7348,FE detail Received,Supriya,4517753048,,09:30,17:30,09/09/2024,4,MET,MET,Not Met,MET,MET,MET,MET,09/04/2024,09/09/2024,09/04/2024,TASK CLOSE
CHR001000767,Vodafone Italia,Vodafone Italia - China,China,Project,FEB5517591684,03/11/2024,Mar-2024,03/13/2024,03/13/2024,03/20/2024,03/20/2024,14:00,338.92,USD,338.92,5.0,0.3,03/13/2024,0.0,0.0,203.35,9.0,0.0,26.56,0.0,SGS,5.0,0.3,USD,108.24,108.24,0.3,230.68,03/13/2024,03/14/2024,Priya Singh,+51 505 4910,FE detail Received,Supriya,4501122554,,14:00,19:00,03/20/2024,3,MET,Not Met,Not Met,MET,MET,MET,MET,03/13/2024,03/20/2024,03/13/2024,TASK CLOSE
CHR001000768,Vodafone Italia,Vodafone Italia - India,India,BAU,FEB7907639041,11/15/2024,Nov-2024,11/17/2024,11/17/2024,11/27/2024,11/27/2024,13:15,530.66,USD,530.66,6.1,2.9,11/17/2024,0.0,0.0,0.0,0.0,318.4,33.73,87.0,NSC,6.1,2.9,USD,1.44,1.44,2.9,529.22,11/17/2024,11/18/2024,Pedro Alves,+89 304 8537,FE detail Received,Deepa,4549798459,,13:15,19:15,11/27/2024,5,MET,MET,MET,MET,Not Met,MET,MET,11/17/2024,11/27/2024,11/17/2024,TASK CLOSE
CHR001000769,Vodafone Italia,Vodafone Italia - UK,UK,BAU,FEB6665159648,01/26/2024,Jan-2024,01/28/2024,01/28/2024,02/09/2024,02/06/2024,12:15,824.43,USD,824.43,6.4,5.5,01/28/2024,0.0,0.0,0.0,0.0,494.66,62.3,165.0,NSC,6.4,5.5,USD,12.89,12.89,5.5,811.54,01/28/2024,01/29/2024,Mohammed Al-Farsi,+78 388 5674,FE detail Received,Sonali,4530216310,,12:15,18:15,02/09/2024,5,MET,MET,MET,MET,Not Met,Not Met,Not Met,01/28/2024,02/09/2024,01/28/2024,OPEN TASK
CHR001000770,Airtel Africa,Airtel Africa - UK,UK,BAU,FEB3126187333,11/18/2024,Nov-2024,11/19/2024,11/19/2024,11/29/2024,11/28/2024,13:15,698.09,USD,698.09,8.8,5.4,11/19/2024,0.0,0.0,0.0,0.0,418.85,32.04,162.0,NSC,8.8,5.4,USD,39.71,39.71,5.4,658.38,11/19/2024,11/20/2024,Rania Mostafa,+53 489 1197,FE detail Received,Anandhy,4554813017,,13:15,21:15,11/29/2024,1,Not Met,Not Met,MET,MET,MET,MET,Not Met,11/19/2024,11/29/2024,11/19/2024,TASK CLOSE
CHR001000771,Nokia Networks,Nokia Networks - India,India,Project,FEB5085062361,11/23/2024,Nov-2024,11/23/2024,11/23/2024,12/03/2024,11/30/2024,08:00,719.91,USD,719.91,4.1,1.4,11/23/2024,431.95,42.0,0.0,0.0,0.0,39.62,0.0,Neeco,4.1,1.4,USD,35.92,35.92,1.4,683.99,11/23/2024,11/24/2024,Joel Macharia,+13 423 7934,FE detail Received,Renuka,4546554895,,08:00,12:00,12/03/2024,5,MET,MET,MET,MET,MET,MET,MET,11/23/2024,12/03/2024,11/23/2024,TASK CLOSE
CHR001000772,Huawei,Huawei - China,China,Project,FEB8398862537,06/16/2024,Jun-2024,06/17/2024,06/17/2024,06/29/2024,06/25/2024,15:00,590.59,USD,590.59,3.1,0.7,06/17/2024,0.0,0.0,354.35,21.0,0.0,18.62,0.0,SGS,3.1,0.7,USD,154.16,154.16,0.7,436.43,06/17/2024,06/18/2024,Raj Kumar,+95 181 9596,FE detail Received,Rahul,4577252876,,15:00,18:00,06/29/2024,5,MET,Not Met,Not Met,Not Met,MET,MET,MET,06/17/2024,06/29/2024,06/17/2024,OPEN TASK
CHR001000773,Cisco Systems,Cisco Systems - China,China,BAU,FEB4315700753,06/18/2024,Jun-2024,06/19/2024,06/19/2024,06/25/2024,06/21/2024,13:45,685.39,USD,685.39,5.4,2.8,06/19/2024,411.23,84.0,0.0,0.0,0.0,77.94,0.0,Neeco,5.4,2.8,USD,96.39,96.39,2.8,589.0,06/19/2024,06/20/2024,Ngozi Adeyemi,+96 810 8835,FE detail Received,Deepa,4563625618,,13:45,18:45,06/25/2024,1,MET,MET,MET,MET,MET,MET,MET,06/19/2024,06/25/2024,06/19/2024,TASK CLOSE
CHR001000774,Vodafone Italia,Vodafone Italia - Indonesia,Indonesia,Project,FEB2112724127,11/04/2024,Nov-2024,11/05/2024,11/05/2024,11/15/2024,11/12/2024,17:45,1072.17,USD,1072.17,8.4,2.8,11/05/2024,0.0,0.0,0.0,0.0,643.3,23.02,84.0,NSC,8.4,2.8,USD,6.66,6.66,2.8,1065.51,11/05/2024,11/06/2024,Mohammed Al-Farsi,+72 236 6278,FE detail Received,Anandhy,4521993670,,17:45,23:45,11/15/2024,4,Not Met,Not Met,MET,MET,Not Met,Not Met,Not Met,11/05/2024,11/15/2024,11/05/2024,OPEN TASK
CHR001000775,Seven For All Mankind,Seven For All Mankind - India,India,Project,FEB1000571208,08/12/2024,Aug-2024,08/13/2024,08/13/2024,08/21/2024,08/17/2024,17:00,1004.65,USD,1004.65,15.3,2.6,08/13/2024,0.0,0.0,0.0,0.0,602.79,39.63,78.0,NSC,15.3,2.6,USD,9.12,9.12,2.6,995.53,08/13/2024,08/14/2024,Mohammed Al-Farsi,+25 333 3870,FE detail Received,Priya,4537433364,,17:00,23:00,08/21/2024,3,MET,Not Met,MET,MET,MET,Not Met,Not Met,08/13/2024,08/21/2024,08/13/2024,TASK CLOSE
CHR001000776,Huawei,Huawei - Indonesia,Indonesia,BAU,FEB5120584320,01/05/2024,Jan-2024,01/07/2024,01/07/2024,01/17/2024,01/15/2024,13:45,729.78,USD,729.78,14.2,5.4,01/07/2024,0.0,0.0,0.0,0.0,437.87,18.7,162.0,NSC,14.2,5.4,USD,46.3,46.3,5.4,683.48,01/07/2024,01/08/2024,Kwame Mensah,+1 833 7444,FE detail Received,Deepa,4538164274,,13:45,23:45,01/17/2024,2,MET,MET,Not Met,MET,Not Met,MET,MET,01/07/2024,01/17/2024,01/07/2024,TASK CLOSE
CHR001000777,Nokia Networks,Nokia Networks - Indonesia,Indonesia,Project,FEB1014813393,08/18/2024,Aug-2024,08/19/2024,08/19/2024,08/28/2024,08/27/2024,15:00,1120.69,USD,1120.69,8.0,2.3,08/19/2024,0.0,0.0,0.0,0.0,672.41,49.1,69.0,NSC,8.0,2.3,USD,14.94,14.94,2.3,1105.75,08/19/2024,08/20/2024,Mohammed Al-Farsi,+7 343 7200,FE detail Received,Deepa,4504637652,,15:00,23:00,08/28/2024,3,MET,MET,MET,MET,Not Met,Not Met,Not Met,08/19/2024,08/28/2024,08/19/2024,TASK CLOSE
CHR001000778,Vodafone Italia,Vodafone Italia - Kenya,Kenya,Project,FEB5886470640,11/23/2024,Nov-2024,11/24/2024,11/24/2024,12/04/2024,11/29/2024,14:45,689.17,USD,689.17,6.5,5.6,11/24/2024,0.0,0.0,0.0,0.0,413.5,49.84,168.0,NSC,6.5,5.6,USD,25.32,25.32,5.6,663.85,11/24/2024,11/25/2024,Amara Diallo,+1 962 8040,FE detail Received,Deepa,4521461553,,14:45,20:45,12/04/2024,1,Not Met,MET,MET,Not Met,Not Met,Not Met,Not Met,11/24/2024,12/04/2024,11/24/2024,OPEN TASK
CHR001000779,Deutsche Telekom,Deutsche Telekom - UK,UK,Project,FEB5627341088,07/29/2024,Jul-2024,07/31/2024,07/31/2024,08/04/2024,08/02/2024,17:45,916.51,USD,916.51,11.7,3.1,07/31/2024,0.0,0.0,0.0,0.0,549.91,51.91,93.0,NSC,11.7,3.1,USD,29.35,29.35,3.1,887.16,07/31/2024,08/01/2024,Elena Ivanova,+91 618 8000,FE detail Received,Renuka,4579091461,,17:45,23:45,08/04/2024,5,Not Met,Not Met,MET,MET,Not Met,Not Met,MET,07/31/2024,08/04/2024,07/31/2024,TASK CLOSE
CHR001000780,Cisco Systems,Cisco Systems - Indonesia,Indonesia,BAU,FEB9301251045,08/11/2024,Aug-2024,08/12/2024,08/12/2024,08/17/2024,08/16/2024,16:00,913.33,USD,913.33,7.3,2.9,08/12/2024,0.0,0.0,0.0,0.0,548.0,25.96,87.0,NSC,7.3,2.9,USD,29.29,29.29,2.9,884.04,08/12/2024,08/13/2024,Lin Xiaoming,+3 104 2199,FE detail Received,Anandhy,4591946659,,16:00,23:00,08/17/2024,4,MET,MET,Not Met,MET,MET,Not Met,MET,08/12/2024,08/17/2024,08/12/2024,OPEN TASK
CHR001000781,Deutsche Telekom,Deutsche Telekom - Singapore,Singapore,Project,FEB3074807966,09/11/2024,Sep-2024,09/12/2024,09/12/2024,09/20/2024,09/15/2024,10:15,438.33,USD,438.33,2.6,0.4,09/12/2024,0.0,0.0,263.0,12.0,0.0,33.09,0.0,SGS,2.6,0.4,USD,128.95,128.95,0.4,309.38,09/12/2024,09/13/2024,James Osei,+70 968 5753,FE detail Received,Renuka,4552067464,,10:15,12:15,09/20/2024,5,MET,MET,Not Met,MET,Not Met,MET,MET,09/12/2024,09/20/2024,09/12/2024,TASK CLOSE
CHR001000782,Airtel Africa,Airtel Africa - Australia,Australia,Project,FEB9239159277,07/24/2024,Jul-2024,07/25/2024,07/25/2024,08/07/2024,08/02/2024,15:30,1180.73,USD,1180.73,15.8,4.4,07/25/2024,0.0,0.0,0.0,0.0,708.44,20.79,132.0,NSC,15.8,4.4,USD,21.42,21.42,4.4,1159.31,07/25/2024,07/26/2024,Amara Diallo,+51 923 2955,FE detail Received,Renuka,4572880662,,15:30,23:30,08/07/2024,1,MET,MET,MET,MET,Not Met,Not Met,MET,07/25/2024,08/07/2024,07/25/2024,TASK CLOSE
CHR001000783,Airtel Africa,Airtel Africa - UK,UK,BAU,FEB6034336864,07/01/2024,Jul-2024,07/02/2024,07/02/2024,07/15/2024,07/10/2024,15:30,399.16,USD,399.16,4.0,1.0,07/02/2024,0.0,0.0,239.5,30.0,0.0,42.92,0.0,SGS,4.0,1.0,USD,163.8,163.8,1.0,235.36,07/02/2024,07/03/2024,Ronald Yau,+36 105 1112,FE detail Received,Renuka,4551863719,,15:30,19:30,07/15/2024,5,MET,MET,Not Met,Not Met,MET,MET,MET,07/02/2024,07/15/2024,07/02/2024,TASK CLOSE
CHR001000784,Airtel Africa,Airtel Africa - Germany,Germany,BAU,FEB4578515141,02/06/2024,Feb-2024,02/07/2024,02/07/2024,02/16/2024,02/14/2024,12:00,352.54,USD,352.54,3.0,0.1,02/07/2024,0.0,0.0,211.52,3.0,0.0,24.11,0.0,SGS,3.0,0.1,USD,141.74,141.74,0.1,210.8,02/07/2024,02/08/2024,Chen Wei,+53 647 7976,FE detail Received,Renuka,4568794462,,12:00,15:00,02/16/2024,2,Not Met,Not Met,Not Met,Not Met,MET,MET,MET,02/07/2024,02/16/2024,02/07/2024,TASK CLOSE
CHR001000785,Cisco Systems,Cisco Systems - China,China,BAU,FEB1297053389,04/09/2024,Apr-2024,04/09/2024,04/09/2024,04/21/2024,04/19/2024,08:15,766.52,USD,766.52,8.9,1.5,04/09/2024,459.91,45.0,0.0,0.0,0.0,28.84,0.0,Neeco,8.9,1.5,USD,46.62,46.62,1.5,719.9,04/09/2024,04/10/2024,Joel Macharia,+75 112 8098,FE detail Received,Rahul,4508887031,,08:15,16:15,04/21/2024,5,MET,MET,Not Met,Not Met,MET,MET,MET,04/09/2024,04/21/2024,04/09/2024,OPEN TASK
CHR001000786,Deutsche Telekom,Deutsche Telekom - Indonesia,Indonesia,Project,FEB9650754449,06/21/2024,Jun-2024,06/21/2024,06/21/2024,07/02/2024,06/30/2024,14:45,926.58,USD,926.58,7.1,3.5,06/21/2024,0.0,0.0,0.0,0.0,555.95,32.53,105.0,NSC,7.1,3.5,USD,17.7,17.7,3.5,908.88,06/21/2024,06/22/2024,Nadia Benali,+82 754 4649,FE detail Received,Priya,4533717476,,14:45,21:45,07/02/2024,1,Not Met,MET,MET,MET,Not Met,Not Met,MET,06/21/2024,07/02/2024,06/21/2024,TASK CLOSE
CHR001000787,Seven For All Mankind,Seven For All Mankind - Germany,Germany,BAU,FEB3012809947,11/11/2024,Nov-2024,11/12/2024,11/12/2024,11/18/2024,11/17/2024,13:30,313.29,USD,313.29,4.6,0.8,11/12/2024,0.0,0.0,187.97,24.0,0.0,69.11,0.0,SGS,4.6,0.8,USD,164.41,164.41,0.8,148.88,11/12/2024,11/13/2024,Omar Hassan,+20 141 4725,FE detail Received,Renuka,4575634558,,13:30,17:30,11/18/2024,4,MET,MET,MET,MET,Not Met,MET,MET,11/12/2024,11/18/2024,11/12/2024,TASK CLOSE
CHR001000788,Deutsche Telekom,Deutsche Telekom - Kenya,Kenya,Project,FEB2805108759,02/04/2024,Feb-2024,02/06/2024,02/06/2024,02/18/2024,02/13/2024,13:45,865.88,USD,865.88,8.7,5.6,02/06/2024,0.0,0.0,0.0,0.0,519.53,27.13,168.0,NSC,8.7,5.6,USD,41.95,41.95,5.6,823.93,02/06/2024,02/07/2024,Elena Ivanova,+99 325 3757,FE detail Received,Supriya,4504177925,,13:45,21:45,02/18/2024,3,MET,MET,MET,MET,Not Met,MET,MET,02/06/2024,02/18/2024,02/06/2024,OPEN TASK
CHR001000789,Deutsche Telekom,Deutsche Telekom - USA,USA,Project,FEB5937414387,09/21/2024,Sep-2024,09/21/2024,09/21/2024,09/26/2024,09/23/2024,09:00,561.14,USD,561.14,5.2,1.0,09/21/2024,336.68,30.0,0.0,0.0,0.0,64.53,0.0,Neeco,5.2,1.0,USD,26.92,26.92,1.0,534.22,09/21/2024,09/22/2024,Carlos Mendez,+49 943 6927,FE detail Received,Deepa,4545618691,,09:00,14:00,09/26/2024,5,MET,MET,MET,MET,Not Met,Not Met,MET,09/21/2024,09/26/2024,09/21/2024,CANCELLED
CHR001000790,Seven For All Mankind,Seven For All Mankind - China,China,BAU,FEB9497566239,08/23/2024,Aug-2024,08/25/2024,08/25/2024,08/29/2024,08/28/2024,17:00,649.87,USD,649.87,7.9,1.2,08/25/2024,389.92,36.0,0.0,0.0,0.0,32.15,0.0,Neeco,7.9,1.2,USD,57.72,57.72,1.2,592.15,08/25/2024,08/26/2024,Ivan Petrov,+35 993 9882,FE detail Received,Rahul,4585599000,,17:00,23:00,08/29/2024,4,MET,Not Met,MET,MET,MET,Not Met,MET,08/25/2024,08/29/2024,08/25/2024,TASK CLOSE
CHR001000791,Deutsche Telekom,Deutsche Telekom - UAE,UAE,Project,FEB3208422084,02/06/2024,Feb-2024,02/08/2024,02/08/2024,02/19/2024,02/16/2024,15:15,637.34,USD,637.34,7.0,1.6,02/08/2024,382.4,48.0,0.0,0.0,0.0,34.69,0.0,Neeco,7.0,1.6,USD,74.84,74.84,1.6,562.5,02/08/2024,02/09/2024,Ngozi Adeyemi,+9 428 9095,FE detail Received,Priya,4507795115,,15:15,22:15,02/19/2024,5,MET,MET,Not Met,Not Met,Not Met,MET,Not Met,02/08/2024,02/19/2024,02/08/2024,TASK CLOSE
CHR001000792,Cisco Systems,Cisco Systems - Indonesia,Indonesia,BAU,FEB1774840914,10/08/2024,Oct-2024,10/08/2024,10/08/2024,10/19/2024,10/17/2024,11:45,643.75,USD,643.75,11.5,3.8,10/08/2024,0.0,0.0,0.0,0.0,386.25,75.5,114.0,NSC,11.5,3.8,USD,3.96,3.96,3.8,639.79,10/08/2024,10/09/2024,Pedro Alves,+86 717 1456,FE detail Received,Rahul,4544793775,,11:45,22:45,10/19/2024,1,MET,Not Met,MET,Not Met,MET,MET,MET,10/08/2024,10/19/2024,10/08/2024,TASK CLOSE
CHR001000793,Cisco Systems,Cisco Systems - Singapore,Singapore,Project,FEB3517436631,12/01/2024,Dec-2024,12/01/2024,12/01/2024,12/11/2024,12/10/2024,09:00,1079.26,USD,1079.26,14.2,2.1,12/01/2024,0.0,0.0,0.0,0.0,647.56,25.36,63.0,NSC,14.2,2.1,USD,29.8,29.8,2.1,1049.46,12/01/2024,12/02/2024,Kwame Mensah,+19 703 3358,FE detail Received,Supriya,4574259884,,09:00,23:00,12/11/2024,5,Not Met,MET,Not Met,MET,Not Met,MET,MET,12/01/2024,12/11/2024,12/01/2024,OPEN TASK
CHR001000794,Nokia Networks,Nokia Networks - Australia,Australia,Project,FEB7385922246,01/24/2024,Jan-2024,01/24/2024,01/24/2024,01/30/2024,01/30/2024,13:30,604.41,USD,604.41,6.5,1.7,01/24/2024,362.65,51.0,0.0,0.0,0.0,26.53,0.0,Neeco,6.5,1.7,USD,97.95,97.95,1.7,506.46,01/24/2024,01/25/2024,Amir Khan,+13 884 3798,FE detail Received,Deepa,4588342130,,13:30,19:30,01/30/2024,2,MET,MET,MET,MET,Not Met,MET,MET,01/24/2024,01/30/2024,01/24/2024,TASK CLOSE
CHR001000795,Airtel Africa,Airtel Africa - Germany,Germany,BAU,FEB5174100846,03/06/2024,Mar-2024,03/08/2024,03/08/2024,03/14/2024,03/10/2024,16:15,750.87,USD,750.87,6.9,2.2,03/08/2024,450.52,66.0,0.0,0.0,0.0,31.8,0.0,Neeco,6.9,2.2,USD,44.89,44.89,2.2,705.98,03/08/2024,03/09/2024,Sophie Martin,+40 594 1842,FE detail Received,Rahul,4594161883,,16:15,22:15,03/14/2024,1,Not Met,Not Met,Not Met,Not Met,Not Met,MET,MET,03/08/2024,03/14/2024,03/08/2024,TASK CLOSE
CHR001000796,Ericsson,Ericsson - UK,UK,BAU,FEB1610416378,08/15/2024,Aug-2024,08/15/2024,08/15/2024,08/26/2024,08/21/2024,17:45,532.93,USD,532.93,5.0,0.8,08/15/2024,0.0,0.0,319.76,24.0,0.0,54.72,0.0,SGS,5.0,0.8,USD,180.91,180.91,0.8,352.02,08/15/2024,08/16/2024,Raj Kumar,+39 923 5374,FE detail Received,Sonali,4557223954,,17:45,22:45,08/26/2024,5,MET,MET,MET,Not Met,MET,MET,MET,08/15/2024,08/26/2024,08/15/2024,TASK CLOSE
CHR001000797,Cisco Systems,Cisco Systems - UK,UK,Project,FEB3874879137,06/01/2024,Jun-2024,06/01/2024,06/01/2024,06/06/2024,06/03/2024,15:30,395.79,USD,395.79,2.9,0.1,06/01/2024,0.0,0.0,237.47,3.0,0.0,56.38,0.0,SGS,2.9,0.1,USD,103.26,103.26,0.1,292.53,06/01/2024,06/02/2024,Raj Kumar,+30 206 9340,FE detail Received,Supriya,4575102909,,15:30,17:30,06/06/2024,2,MET,MET,Not Met,MET,MET,MET,MET,06/01/2024,06/06/2024,06/01/2024,OPEN TASK
CHR001000798,SGS S.A.,SGS S.A. - Indonesia,Indonesia,Project,FEB4910061011,04/26/2024,Apr-2024,04/26/2024,04/26/2024,05/01/2024,05/01/2024,14:00,549.14,USD,549.14,6.3,3.0,04/26/2024,329.48,90.0,0.0,0.0,0.0,30.99,0.0,Neeco,6.3,3.0,USD,54.63,54.63,3.0,494.51,04/26/2024,04/27/2024,Amir Khan,+50 966 8715,FE detail Received,Rahul,4534172923,,14:00,20:00,05/01/2024,4,MET,MET,Not Met,MET,MET,MET,MET,04/26/2024,05/01/2024,04/26/2024,TASK CLOSE
CHR001000799,Nokia Networks,Nokia Networks - Kenya,Kenya,Project,FEB1424694413,05/17/2024,May-2024,05/19/2024,05/19/2024,05/29/2024,05/29/2024,16:00,735.67,USD,735.67,10.2,3.8,05/19/2024,0.0,0.0,0.0,0.0,441.4,65.14,114.0,NSC,10.2,3.8,USD,20.22,20.22,3.8,715.45,05/19/2024,05/20/2024,Amara Diallo,+39 957 5480,FE detail Received,Rahul,4564359107,,16:00,23:00,05/29/2024,4,MET,MET,MET,Not Met,MET,Not Met,Not Met,05/19/2024,05/29/2024,05/19/2024,OPEN TASK
CHR001000800,Deutsche Telekom,Deutsche Telekom - USA,USA,Project,FEB4217365555,01/14/2024,Jan-2024,01/16/2024,01/16/2024,01/23/2024,01/19/2024,10:45,460.8,USD,460.8,5.2,0.9,01/16/2024,0.0,0.0,276.48,27.0,0.0,50.26,0.0,SGS,5.2,0.9,USD,190.14,190.14,0.9,270.66,01/16/2024,01/17/2024,Lucas Silva,+83 699 7299,FE detail Received,Rahul,4525120806,,10:45,15:45,01/23/2024,1,MET,MET,MET,MET,MET,MET,MET,01/16/2024,01/23/2024,01/16/2024,TASK CLOSE
CHR001000801,Cisco Systems,Cisco Systems - UK,UK,BAU,FEB1170157299,08/10/2024,Aug-2024,08/10/2024,08/10/2024,08/12/2024,08/11/2024,10:15,1140.69,USD,1140.69,16.0,5.0,08/10/2024,0.0,0.0,0.0,0.0,684.41,72.98,150.0,NSC,16.0,5.0,USD,42.45,42.45,5.0,1098.24,08/10/2024,08/11/2024,Pedro Alves,+27 842 8171,FE detail Received,Supriya,4574319944,,10:15,23:15,08/12/2024,2,Not Met,MET,MET,MET,Not Met,MET,Not Met,08/10/2024,08/12/2024,08/10/2024,TASK CLOSE
CHR001000802,Hilton Hotels,Hilton Hotels - Australia,Australia,Project,FEB9081763060,06/16/2024,Jun-2024,06/16/2024,06/16/2024,06/23/2024,06/21/2024,14:30,517.51,USD,517.51,8.9,1.2,06/16/2024,310.51,36.0,0.0,0.0,0.0,19.81,0.0,Neeco,8.9,1.2,USD,56.63,56.63,1.2,460.88,06/16/2024,06/17/2024,Sophie Martin,+49 933 1860,FE detail Received,Renuka,4573764113,,14:30,22:30,06/23/2024,4,MET,Not Met,MET,MET,Not Met,MET,MET,06/16/2024,06/23/2024,06/16/2024,TASK CLOSE
CHR001000803,Huawei,Huawei - UK,UK,Project,FEB8737734125,11/20/2024,Nov-2024,11/21/2024,11/21/2024,12/01/2024,11/27/2024,08:15,840.18,USD,840.18,13.6,4.6,11/21/2024,0.0,0.0,0.0,0.0,504.11,34.03,138.0,NSC,13.6,4.6,USD,30.39,30.39,4.6,809.79,11/21/2024,11/22/2024,Elena Ivanova,+94 839 4412,FE detail Received,Deepa,4536384571,,08:15,21:15,12/01/2024,3,Not Met,MET,MET,MET,MET,MET,Not Met,11/21/2024,12/01/2024,11/21/2024,TASK CLOSE
CHR001000804,SGS S.A.,SGS S.A. - Singapore,Singapore,BAU,FEB5934131037,10/20/2024,Oct-2024,10/20/2024,10/20/2024,10/28/2024,10/25/2024,15:30,319.83,USD,319.83,5.0,1.0,10/20/2024,0.0,0.0,191.9,30.0,0.0,16.5,0.0,SGS,5.0,1.0,USD,106.07,106.07,1.0,213.76,10/20/2024,10/21/2024,Anna Kowalski,+34 813 8503,FE detail Received,Priya,4569398433,,15:30,20:30,10/28/2024,4,MET,MET,MET,Not Met,MET,Not Met,MET,10/20/2024,10/28/2024,10/20/2024,TASK CLOSE
CHR001000805,Huawei,Huawei - Germany,Germany,BAU,FEB5663364256,06/13/2024,Jun-2024,06/14/2024,06/14/2024,06/21/2024,06/18/2024,16:45,328.43,USD,328.43,4.0,0.4,06/14/2024,0.0,0.0,197.06,12.0,0.0,24.43,0.0,SGS,4.0,0.4,USD,58.97,58.97,0.4,269.46,06/14/2024,06/15/2024,Chen Wei,+11 432 2508,FE detail Received,Renuka,4533577334,,16:45,20:45,06/21/2024,2,MET,MET,MET,MET,Not Met,MET,MET,06/14/2024,06/21/2024,06/14/2024,TASK CLOSE
CHR001000806,Hilton Hotels,Hilton Hotels - Singapore,Singapore,BAU,FEB9004637279,10/07/2024,Oct-2024,10/08/2024,10/08/2024,10/10/2024,10/10/2024,16:00,457.35,USD,457.35,4.5,0.4,10/08/2024,0.0,0.0,274.41,12.0,0.0,67.54,0.0,SGS,4.5,0.4,USD,110.98,110.98,0.4,346.37,10/08/2024,10/09/2024,Lucas Silva,+85 302 5004,FE detail Received,Deepa,4596836214,,16:00,20:00,10/10/2024,1,MET,MET,Not Met,MET,MET,MET,MET,10/08/2024,10/10/2024,10/08/2024,OPEN TASK
CHR001000807,Seven For All Mankind,Seven For All Mankind - Germany,Germany,BAU,FEB5706586808,04/09/2024,Apr-2024,04/09/2024,04/09/2024,04/16/2024,04/12/2024,10:30,658.81,USD,658.81,6.6,1.7,04/09/2024,395.29,51.0,0.0,0.0,0.0,65.18,0.0,Neeco,6.6,1.7,USD,86.48,86.48,1.7,572.33,04/09/2024,04/10/2024,Joel Macharia,+4 513 7698,FE detail Received,Supriya,4504921520,,10:30,16:30,04/16/2024,1,MET,MET,Not Met,MET,MET,Not Met,Not Met,04/09/2024,04/16/2024,04/09/2024,TASK CLOSE
